ISO_3_code,Countryname,Who_region,Year,Vaccinecode,Vaccine_description,Schedulerounds,Targetpop,Targetpop_Description,Geoarea,Ageadministered,Sourcecomment
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Adults with chronic conditions
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M1,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M2,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Special groups
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,M2,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M4,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M18,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,Y6,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,,General/routine,NATIONAL,M12,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Special groups
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,3.0,,General/routine,NATIONAL,M6,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,Y15,nan
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers to high risk areas
PYF,French Polynesia,WPRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
PYF,French Polynesia,WPRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
PYF,French Polynesia,WPRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M10,nan
PYF,French Polynesia,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
PYF,French Polynesia,WPRO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y6,nan
PYF,French Polynesia,WPRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,Healthcare workers
PYF,French Polynesia,WPRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,Healthcare workers
PYF,French Polynesia,WPRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,Healthcare workers
PYF,French Polynesia,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
PYF,French Polynesia,WPRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y60,nan
PYF,French Polynesia,WPRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
PYF,French Polynesia,WPRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
PYF,French Polynesia,WPRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities, other groups"
PYF,French Polynesia,WPRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
PYF,French Polynesia,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
PYF,French Polynesia,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,nan
PYF,French Polynesia,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
PYF,French Polynesia,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M10,nan
PYF,French Polynesia,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
PYF,French Polynesia,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Preterm or risk of invasive pneumococcal infection (chronic disease)
PYF,French Polynesia,WPRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,,General/routine,NATIONAL,Y5,nan
PYF,French Polynesia,WPRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,Prime boost scheme: 1st dose with PCV13 and 2nd dose with PPV
PYF,French Polynesia,WPRO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y11,nan
QAT,Qatar,EMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
QAT,Qatar,EMRO,2023.0,DTAP,DTaP (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,nan
QAT,Qatar,EMRO,2023.0,DTAPHIB,DTaP-Hib (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
QAT,Qatar,EMRO,2023.0,DTAPHIBHEPB,DTaP-Hib-HepB (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,nan
QAT,Qatar,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
QAT,Qatar,EMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
QAT,Qatar,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact,Two doses 6 months apart are recommended for those with frequent travel to high risk countries
QAT,Qatar,EMRO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,2.0,TRAVELLERS,Travellers,NATIONAL,+M6,Two doses 6 months apart are recommended for those with frequent travel to high risk countries
QAT,Qatar,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,,General/routine,NATIONAL,M12,nan
QAT,Qatar,EMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,,General/routine,NATIONAL,M18,nan
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M2,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"3 doses are recommended at 0, 2, 6 months apart especially for those with high risk of exposure like the health care workers and laboratory personal"
QAT,Qatar,EMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
QAT,Qatar,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9-Y14,"Males and females aged 11-26 years: 9-14 years x2 doses of 0.5ml at 0, 6 months; 15 years and above x3 doses of 0.5ml at 0, 1 and 6 months"
QAT,Qatar,EMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,"Males and females aged 11-26 years: 9-14 years x2 doses of 0.5ml at 0, 6 months; 15 years and above x3 doses of 0.5ml at 0, 1 and 6 months"
QAT,Qatar,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,and older persons >65 years
QAT,Qatar,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
QAT,Qatar,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
QAT,Qatar,EMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
QAT,Qatar,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-Y5,nan
QAT,Qatar,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,>Y6,nan
QAT,Qatar,EMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
QAT,Qatar,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,RISKGROUPS,Risk group(s),NATIONAL,,Recommended for defaulters in the Defaulters schedule for those children who have never received any IPV containing vaccines
QAT,Qatar,EMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y2,travellers and high risk
QAT,Qatar,EMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>=Y2,travellers and high risk
QAT,Qatar,EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
QAT,Qatar,EMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,nan
QAT,Qatar,EMRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,M6,nan
QAT,Qatar,EMRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M18,nan
QAT,Qatar,EMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,Y4-Y6,nan
QAT,Qatar,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
QAT,Qatar,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
QAT,Qatar,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6,nan
QAT,Qatar,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,4.0,,General/routine,NATIONAL,M15,nan
QAT,Qatar,EMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y2,high risk groups
QAT,Qatar,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
QAT,Qatar,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
QAT,Qatar,EMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y13-Y18,nan
QAT,Qatar,EMRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M12,nan
QAT,Qatar,EMRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y4-Y6,nan
ROU,Romania,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
ROU,Romania,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
ROU,Romania,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
ROU,Romania,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M11,nan
ROU,Romania,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y6,nan
ROU,Romania,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,"Currently, this type of vaccination is done within hepatitis A foci."
ROU,Romania,EURO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,"Currently, this type of vaccination is done within hepatitis A foci."
ROU,Romania,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,Private sector
ROU,Romania,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
ROU,Romania,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11-Y18,11-18 y girls on request
ROU,Romania,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,and older persons >65 years old
ROU,Romania,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
ROU,Romania,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
ROU,Romania,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
ROU,Romania,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-Y3,nan
ROU,Romania,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,>Y3,nan
ROU,Romania,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
ROU,Romania,EURO,2023.0,MEN_AC_CONJ,Meningococcal AC conjugate vaccine,1.0,TRAVELLERS,Travellers,SUBNATIONAL,,Travellers
ROU,Romania,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,SUBNATIONAL,,Travellers
ROU,Romania,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,nan
ROU,Romania,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y5,nan
ROU,Romania,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
ROU,Romania,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
ROU,Romania,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M11,nan
ROU,Romania,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,Private sector
ROU,Romania,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y14,nan
ROU,Romania,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Pregnant women
ROU,Romania,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,In case of injuries
ROU,Romania,EURO,2023.0,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,TRAVELLERS,Travellers,SUBNATIONAL,,Travellers
ROU,Romania,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Private sector
ROU,Romania,EURO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,SUBNATIONAL,,Travellers
RUS,Russian Federation,EURO,2023.0,ANTHRAX,Anthrax vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,1st contact,"????????????? ???????????? ????????? ????  ??????????  ? 14-??????? ????????. ?????????? ???????? ? ???????? ??????? ? ?? ????????????? ?????????? .???????? ????????? ????????: ????, ?????????? ? ?????? ?????????? ??????????? ????????? ????, ? ???????????"
RUS,Russian Federation,EURO,2023.0,ANTHRAX,Anthrax vaccine,2.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+?1,"????????????? ???????????? ????????? ????  ??????????  ? 14-??????? ????????. ?????????? ???????? ? ???????? ??????? ? ?? ????????????? ?????????? .???????? ????????? ????????: ????, ?????????? ? ?????? ?????????? ??????????? ????????? ????, ? ???????????"
RUS,Russian Federation,EURO,2023.0,ANTHRAX,Anthrax vaccine,3.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+Y1-Y2,"????????????? ???????????? ????????? ????  ??????????  ? 14-??????? ????????. ?????????? ???????? ? ???????? ??????? ? ?? ????????????? ?????????? .???????? ????????? ????????: ????, ?????????? ? ?????? ?????????? ??????????? ????????? ????, ? ???????????"
RUS,Russian Federation,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,D3,nan
RUS,Russian Federation,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,2.0,,General/routine,NATIONAL,Y7,nan
RUS,Russian Federation,EURO,2023.0,D_S,Diphtheria vaccine for older children and adults,1.0,ADULTS,Adults,NATIONAL,,"??????? ????????????? ??? ???????????? ???????? ? ????? ? 6-?? ??????? ????????, ?????????? ? ????????."
RUS,Russian Federation,EURO,2023.0,DIP,"Diphtheria vaccine, children's dose",1.0,,General/routine,NATIONAL,>=Y6,"??????? ????????????? ??? ???????????? ???????? ? ????? ? 6-?? ??????? ????????, ?????????? ? ????????."
RUS,Russian Federation,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,M3,"???????? «???»-??????????? ???????? ? ??????, ???? ??????? ????? ???????????????? ? ?????????? ??????? ????, ?????????? ????????? ?????????."
RUS,Russian Federation,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M4.5,"???????? «???»-??????????? ???????? ? ??????, ???? ??????? ????? ???????????????? ? ?????????? ??????? ????, ?????????? ????????? ?????????."
RUS,Russian Federation,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,"???????? «???»-??????????? ???????? ? ??????, ???? ??????? ????? ???????????????? ? ?????????? ??????? ????, ?????????? ????????? ?????????."
RUS,Russian Federation,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",4.0,RISKGROUPS,Risk group(s),NATIONAL,M18,"???????? «???»-??????????? ???????? ? ??????, ???? ??????? ????? ???????????????? ? ?????????? ??????? ????, ?????????? ????????? ?????????."
RUS,Russian Federation,EURO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,RISKGROUPS,Risk group(s),NATIONAL,Y6,"???????? «???»-??????????? ???????? ? ??????, ???? ??????? ????? ???????????????? ? ?????????? ??????? ????, ?????????? ????????? ?????????."
RUS,Russian Federation,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M3,"? ???????????? ? ???????????? ?????????? ???????????????? ???????? ?????????? ????????? ???? ????????? ?????????? ??????? ?? 3-? ??? ???????, ???????? ? ?????????? ? 1.5 ???: ???????????? ???????? ?????????? ? ???????? 18 ???????"
RUS,Russian Federation,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4.5,"? ???????????? ? ???????????? ?????????? ???????????????? ???????? ?????????? ????????? ???? ????????? ?????????? ??????? ?? 3-? ??? ???????, ???????? ? ?????????? ? 1.5 ???: ???????????? ???????? ?????????? ? ???????? 18 ???????"
RUS,Russian Federation,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,"? ???????????? ? ???????????? ?????????? ???????????????? ???????? ?????????? ????????? ???? ????????? ?????????? ??????? ?? 3-? ??? ???????, ???????? ? ?????????? ? 1.5 ???: ???????????? ???????? ?????????? ? ???????? 18 ???????"
RUS,Russian Federation,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,"? ???????????? ? ???????????? ?????????? ???????????????? ???????? ?????????? ????????? ???? ????????? ?????????? ??????? ?? 3-? ??? ???????, ???????? ? ?????????? ? 1.5 ???: ???????????? ???????? ?????????? ? ???????? 18 ???????"
RUS,Russian Federation,EURO,2023.0,DTWP,DTwP (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M3,???????? ????-???????? ???????? ? ???????? ?? 3 ??????? ?? ?????????? ???????? 3 ???? 11 ??? 29 ????.???? ? ?????????????????? ? ?????????? ????-??????? ????? ???? ??????? ???-???????????.
RUS,Russian Federation,EURO,2023.0,DTWP,DTwP (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4.5,???????? ????-???????? ???????? ? ???????? ?? 3 ??????? ?? ?????????? ???????? 3 ???? 11 ??? 29 ????.???? ? ?????????????????? ? ?????????? ????-??????? ????? ???? ??????? ???-???????????.
RUS,Russian Federation,EURO,2023.0,DTWP,DTwP (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,???????? ????-???????? ???????? ? ???????? ?? 3 ??????? ?? ?????????? ???????? 3 ???? 11 ??? 29 ????.???? ? ?????????????????? ? ?????????? ????-??????? ????? ???? ??????? ???-???????????.
RUS,Russian Federation,EURO,2023.0,DTWP,DTwP (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,???????? ????-???????? ???????? ? ???????? ?? 3 ??????? ?? ?????????? ???????? 3 ???? 11 ??? 29 ????.???? ? ?????????????????? ? ?????????? ????-??????? ????? ???? ??????? ???-???????????.
RUS,Russian Federation,EURO,2023.0,DTWPHEPB,DTwP-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,"?????, ???????? ???????????? ????????? ? ?????? 24 ? ????? ? ?? ??????????? ? ??????? ????? ?????????  ??????????? ???????? ????-???? ?  6 ???. ?????? ??????? ????? ??????????? ? ???????????? ? ??????????? ???????? ???????."
